Meet Name,Event Name,Board,Diver Name,Team,University Name,Athletic Division,Athletic Conference,Score,Place,Total DD,Num Dives
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Sarah Carruthers,TEX,University of Texas,D1,SEC,287.05,17,16,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Caroline Kupka,TEX,University of Texas,D1,SEC,283.35,18,15.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Jazzelle Eikermann Gregorchuk,MIZ,University of Missouri,D1,SEC,282.85,19,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Kanah Pumphrey,UARK,University of Arkansas,D1,SEC,280.8,20,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Kelsey Clairmont,UNL,University of Nebraska,D1,Big Ten,280.3,21,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Bridget Foster,TAM,Texas A&M University,D1,SEC,279.85,22,16.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Joslyn Oakley,TAM,Texas A&M University,D1,SEC,272.1,23,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Julie Moons,TAM,Texas A&M University,D1,SEC,270.5,24,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lauren French,UARK,University of Arkansas,D1,SEC,269.2,25,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Emma Herrera,TCU,Texas Christian University,D1,Big 12,267.1,26,16.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lize Lukas van Leeuwen,KANS,University of Kansas,D1,Big 12,265.05,27,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Antonina Harned,RICE,Rice University,D1,AAC,263.25,28,16.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Gabby Mauder,UMIN,University of Minnesota,D1,Big Ten,261.7,29,16,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Julia Herring,WISC,University of Wisconsin,D1,Big Ten,260.6,30,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Maggie Bendell,ISU,Iowa State University,D1,Big 12,260.5,31,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lainey Woodward,IA,University of Iowa,D1,Big Ten,259.8,32,16.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Katherine Mitchell,ISU,Iowa State University,D1,Big 12,258.25,33,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Eve Nelson,LSU,Louisiana State University,D1,SEC,257.8,34,16.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Frankie Webb,UNL,University of Nebraska,D1,Big Ten,257.55,35,16.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Sydney Guidara,UNT,University of North Texas,D1,AAC,255.8,36,17.4,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Morgan Robson,RICE,Rice University,D1,AAC,255.15,37,15.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Geneva Pauly,IA,University of Iowa,D1,Big Ten,255.05,38,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Manou Meulebeek,UTRG,UT Rio Grande Valley (UTRGV),D1,MPSF ,254.55,39,16.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Iona Moffat,ISU,Iowa State University,D1,Big 12,251.2,40,15.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lauren Cey,TCU,Texas Christian University,D1,Big 12,249.25,41,15.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Allyson Blumenfeld,ISU,Iowa State University,D1,Big 12,248.75,42,15.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Ryane Neal,WISC,University of Wisconsin,D1,Big Ten,248.7,43,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Adeline Albrecht,UMIN,University of Minnesota,D1,Big Ten,245.7,44,18,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Annalei Dow,UMIN,University of Minnesota,D1,Big Ten,241.9,45,15.8,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Avery Hogan,UNI,University of Northern Iowa,D1,MVC,239.45,46,15.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Macey Oppliger,SMU,Southern Methodist University,D1,ACC,239.45,46,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Jade Hazes,ISU,Iowa State University,D1,Big 12,229.1,48,15.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Erica Peters,UNI,University of Northern Iowa,D1,MVC,226.3,49,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Kamila Swanson,IA,University of Iowa,D1,Big Ten,219.3,50,15.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Addison Farman,UNL,University of Nebraska,D1,Big Ten,196.4,51,16.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Vivian Kinnard,WISC,University of Wisconsin,D1,Big Ten,195.85,52,16.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Elna Widerstrom,UMIN,University of Minnesota,D1,Big Ten,708.25,1,17.7,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Shiyun Lai,KANS,University of Kansas,D1,Big 12,706.8,2,17.2,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Bayleigh Cranford,TEX,University of Texas,D1,SEC,702.35,3,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Viviana Del Angel,UMIN,University of Minnesota,D1,Big Ten,699.2,4,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Maria Sanchez - Moreno,UARK,University of Arkansas,D1,SEC,690,5,17.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Abigail Baxter,UNL,University of Nebraska,D1,Big Ten,668.85,6,17,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Megan Jolly,MIZ,University of Missouri,D1,SEC,616.5,7,17.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Kamryn Wong,UNT,University of North Texas,D1,AAC,616.15,8,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Maisy Woloszyn,HU,University of Houston,D1,Big 12,613.95,9,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Michelle McLeod,HU,University of Houston,D1,Big 12,600.7,10,16.3,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Amanda Stalfort,TEX,University of Texas,D1,SEC,586.6,11,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Lotti Hubert,UARK,University of Arkansas,D1,SEC,578.7,12,16.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Malea Martinez,UARK,University of Arkansas,D1,SEC,577.95,13,16.5,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Gabrielle Filzen,TAM,Texas A&M University,D1,SEC,576.55,14,16.1,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Sarah Carruthers,TEX,University of Texas,D1,SEC,570.35,15,16,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Caroline Roelen,HU,University of Houston,D1,Big 12,565.9,16,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Caroline Kupka,TEX,University of Texas,D1,SEC,560.8,17,15.6,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women 3m Championship (6 Dives) (Final),3m,Zita Bernatsky,IA,University of Iowa,D1,Big Ten,536.9,18,15.9,6
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Bayleigh Cranford,TEX,University of Texas,D1,SEC,342.55,1,16.1,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Viviana Del Angel,UMIN,University of Minnesota,D1,Big Ten,326.2,2,15.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Maria Sanchez - Moreno,UARK,University of Arkansas,D1,SEC,292.65,3,15.9,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Sarah Carruthers,TEX,University of Texas,D1,SEC,281.9,4,14.9,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Michelle McLeod,HU,University of Houston,D1,Big 12,273.05,5,14.7,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Annalei Dow,UMIN,University of Minnesota,D1,Big Ten,260.05,6,14.3,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Jazzelle Eikermann Gregorchuk,MIZ,University of Missouri,D1,SEC,257.3,7,15.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Kelsey Clairmont,UNL,University of Nebraska,D1,Big Ten,254.55,8,13.4,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Gabrielle Filzen,TAM,Texas A&M University,D1,SEC,249,9,15.4,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Geneva Pauly,IA,University of Iowa,D1,Big Ten,244.6,10,15.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Mia Henninger,MIZ,University of Missouri,D1,SEC,235.9,11,14.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Morgan Robson,RICE,Rice University,D1,AAC,231.5,12,12.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Leah Fletcher,TCU,Texas Christian University,D1,Big 12,230.75,13,12.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Chloe McKnight,TAM,Texas A&M University,D1,SEC,229.9,14,13.2,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Olivia Liddle,MIZ,University of Missouri,D1,SEC,227.5,15,14.3,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ryane Neal,WISC,University of Wisconsin,D1,Big Ten,227.3,16,13.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Caroline Roelen,HU,University of Houston,D1,Big 12,226.3,17,13.7,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Gabby Mauder,UMIN,University of Minnesota,D1,Big Ten,220.45,18,14,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Katherine Mitchell,ISU,Iowa State University,D1,Big 12,220.3,19,12.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Zita Bernatsky,IA,University of Iowa,D1,Big Ten,217.6,20,13.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Stephanie Avram,IA,University of Iowa,D1,Big Ten,215.6,21,12.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Bryze Sanchez,UARK,University of Arkansas,D1,SEC,214.35,22,12.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Vivian Kinnard,WISC,University of Wisconsin,D1,Big Ten,212.7,23,13.7,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Frankie Webb,UNL,University of Nebraska,D1,Big Ten,208.95,24,12.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Amelia Sharp,UNT,University of North Texas,D1,AAC,207.3,25,12.3,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Allyson Blumenfeld,ISU,Iowa State University,D1,Big 12,205.65,26,12,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Antonina Harned,RICE,Rice University,D1,AAC,200.85,27,12.2,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Lauren Cey,TCU,Texas Christian University,D1,Big 12,196.5,28,11.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Eszter Kovacs,TCU,Texas Christian University,D1,Big 12,195.05,29,12.5,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Zara Karimi,WISC,University of Wisconsin,D1,Big Ten,191.6,30,13.1,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Eve Nelson,LSU,Louisiana State University,D1,SEC,189.45,31,13.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Jordyn Warner,TCU,Texas Christian University,D1,Big 12,164.35,32,11.4,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Bayleigh Cranford,TEX,University of Texas,D1,SEC,668.55,1,16.1,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Viviana Del Angel,UMIN,University of Minnesota,D1,Big Ten,626.5,2,15.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Maria Sanchez - Moreno,UARK,University of Arkansas,D1,SEC,600.45,3,15.9,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Jazzelle Eikermann Gregorchuk,MIZ,University of Missouri,D1,SEC,543.3,4,15.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Michelle McLeod,HU,University of Houston,D1,Big 12,541.95,5,14.7,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Gabrielle Filzen,TAM,Texas A&M University,D1,SEC,530.3,6,15.4,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Kelsey Clairmont,UNL,University of Nebraska,D1,Big Ten,513.25,7,13.4,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Sarah Carruthers,TEX,University of Texas,D1,SEC,509.4,8,14.9,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Olivia Liddle,MIZ,University of Missouri,D1,SEC,490,9,14.3,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Mia Henninger,MIZ,University of Missouri,D1,SEC,488.8,10,14.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Annalei Dow,UMIN,University of Minnesota,D1,Big Ten,485.5,11,14.3,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Chloe McKnight,TAM,Texas A&M University,D1,SEC,476.4,12,13.2,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Geneva Pauly,IA,University of Iowa,D1,Big Ten,474.2,13,15.6,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Caroline Roelen,HU,University of Houston,D1,Big 12,466.2,14,13.7,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Gabby Mauder,UMIN,University of Minnesota,D1,Big Ten,463.9,15,14,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Ryane Neal,WISC,University of Wisconsin,D1,Big Ten,458.8,16,13.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Leah Fletcher,TCU,Texas Christian University,D1,Big 12,436.8,17,12.8,5
2026 NCAA ZONE D CHAMPIONSHIPS,Women Platform (5 Dives) (Final),Platform,Morgan Robson,RICE,Rice University,D1,AAC,430.55,18,12.6,5
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Charlotte Martinkus,PRIN,Princeton University,D1,Ivy League,291.85,1,15.3,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Katerina Hoffman,RUTG,Rutgers University,D1,Big Ten,285.5,2,14.9,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Charlotte Norman,PRIN,Princeton University,D1,Ivy League,282.35,3,14.7,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Nina Janmyr,HARV,Harvard University,D1,Ivy League,278.3,4,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Adele Melamud,BUFF,University at Buffalo,D1,MAC,275.7,5,14,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Bailee Sturgill,RUTG,Rutgers University,D1,Big Ten,270,6,14.8,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maggie  Squire,PRIN,Princeton University,D1,Ivy League,265.65,7,15.1,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Dhavgely Mendoza,STBU,St. Bonaventure University,D1,Atlantic 10,264.8,8,14.8,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ayla Debowsky,PITT,University of Pittsburgh,D1,ACC,262.8,9,14.8,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sephora Ford,RUTG,Rutgers University,D1,Big Ten,261.1,10,14,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Samantha Holtz,HARV,Harvard University,D1,Ivy League,260.2,11,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sophie Meuwissen,BUFF,University at Buffalo,D1,MAC,259.75,12,15,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Rachel Dickerson,PITT,University of Pittsburgh,D1,ACC,259.05,13,14.4,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Abigail Ekstrom,PSU,Penn State University,D1,Big Ten,258.65,14,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Grace Brammer,PSU,Penn State University,D1,Big Ten,258.6,15,14.8,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Peyton Guziec,VT,Virginia Tech,D1,ACC,257.55,16,14.4,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lily Horenkamp,YALE,Yale University,D1,Ivy League,256.25,17,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Olivia Paquette,GW,George Washington University,D1,Atlantic 10,255.65,18,14.7,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Alayna Kennedy,BU,Boston University,D1,Patriot League,255.55,19,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Katie Laverty,FORD,Fordham University,D1,Atlantic 10,253.9,20,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Mariana Osorio Mendoza,PITT,University of Pittsburgh,D1,ACC,246.15,21,14.3,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elena Yeh,BROW,Brown University,D1,Ivy League,245.4,22,14.1,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Jessica Vega,PITT,University of Pittsburgh,D1,ACC,245.05,23,14.7,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Gloria Lai,YALE,Yale University,D1,Ivy League,244.55,24,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kailey Koval,PSU,Penn State University,D1,Big Ten,243.95,25,14.3,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lola Malarky,YALE,Yale University,D1,Ivy League,243.25,26,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Isabella George,BROW,Brown University,D1,Ivy League,243.2,27,14.1,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Tabitha Chen-Fiske,HARV,Harvard University,D1,Ivy League,243.15,28,14.3,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Presley Dorsett,BUFF,University at Buffalo,D1,MAC,239.55,29,15,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Abigail Sullivan,WVU,West Virginia University,D1,Big 12,239,30,14.4,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Natalie Jones,JMU,James Madison University,D1,Sun Belt,238.4,31,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Grace Wu,YALE,Yale University,D1,Ivy League,232.25,32,14.6,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Mallory Hanna,BUFF,University at Buffalo,D1,MAC,232,33,14.3,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Vivian Brennan,PRIN,Princeton University,D1,Ivy League,231.55,34,14.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Chloe Leung,CUBC,Columbia University,D1,Ivy League,231.1,35,13.5,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Hadley Futch,USMA,U.S. Military Academy (Army),D1,Patriot League,229.6,36,14.3,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Megan Beasley,BRNT,Bryant University,D1,America East,229.25,37,15.1,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Megan Iannon,PITT,University of Pittsburgh,D1,ACC,229.15,38,14.4,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kate Cooper,UCON,UConn,D1,Big East,228.1,39,14.8,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Shannon Icard,LU,Liberty University,D1,Conference USA (CUSA),227.55,40,13.7,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Shannon Parrau,TU,Towson University,D1,CAA,227.5,41,14.2,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lily Barrett,NAVY,U.S. Naval Academy,D1,Patriot League,226.55,42,14,6
2026 NCAA ZONE A CHAMPIONSHIPS,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lola Dragosavac,DUQU,Duquesne University,D1,Atlantic 10,226.15,43,14.5,6
