Meet Name,Event Name,Board,Diver Name,Team,University Name,Athletic Division,Athletic Conference,Score,Place,Total DD,Num Dives
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Emma Gullstrand,MIAF,University of Miami (FL),D1,ACC,262.65,7,15,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Grace Courtney,ND,University of Notre Dame,D1,ACC,260.4,8,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ayla Debowsky,PITT,University of Pittsburgh,D1,ACC,254,9,14.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kayleigh Clark,FSU,Florida State University,D1,ACC,253.15,10,15.2,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Rachel Dickerson,PITT,University of Pittsburgh,D1,ACC,252.85,11,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Macey Oppliger,SMU,Southern Methodist University,D1,ACC,248.15,12,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Peyton Guziec,VT,Virginia Tech,D1,ACC,246.65,13,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elizabeth Powley,GT,Georgia Tech,D1,ACC,244.4,14,14.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sammantha Helmboldt,UL,University of Louisville,D1,ACC,243.5,15,14.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Keira Lu,DUKE,Duke University,D1,ACC,242.05,16,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elisabeth Rockefeller,GT,Georgia Tech,D1,ACC,241.85,17,14.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Audree Brazeau-howes,UL,University of Louisville,D1,ACC,240.65,18,14.1,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maud Van Kempen,UL,University of Louisville,D1,ACC,240.45,19,14.1,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Rebecca  Ciancaglini,CAL,UC Berkeley,D1,ACC,239.15,20,14.9,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Claire Feick,ND,University of Notre Dame,D1,ACC,237.5,21,14.3,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Katlyn Raby,ND,University of Notre Dame,D1,ACC,226.4,22,14,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Brooklyn Markusson,FSU,Florida State University,D1,ACC,225.25,23,13.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Josie Zillig,DUKE,Duke University,D1,ACC,225.1,24,14.2,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Evelyn Hall,FSU,Florida State University,D1,ACC,223.8,25,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Presley  Deck,PITT,University of Pittsburgh,D1,ACC,221.4,26,13.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Jessica Vega,PITT,University of Pittsburgh,D1,ACC,217.45,27,14.7,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Katherine Brooker,GT,Georgia Tech,D1,ACC,217.15,28,13.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Keann Guthrie,NCSU,NC State University,D1,ACC,215.65,29,14.3,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Cassandra Guerrera,PITT,University of Pittsburgh,D1,ACC,211.45,30,13.9,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Emilie Moore,STAN,Stanford University,D1,ACC,210.35,31,14.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Megan Iannon,PITT,University of Pittsburgh,D1,ACC,209.2,32,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Avery Hillier,DUKE,Duke University,D1,ACC,207.35,33,14,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Gracie Hurley,NCSU,NC State University,D1,ACC,206.85,34,14.6,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ariana Drake,CAL,UC Berkeley,D1,ACC,203,35,15.3,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Riley McGrath,NCSU,NC State University,D1,ACC,198.25,36,13.6,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Katie Mckyton,GT,Georgia Tech,D1,ACC,195.95,37,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ellie Lee,ND,University of Notre Dame,D1,ACC,189.4,38,13.6,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Alexiya Downer,BC,Boston College,D1,ACC,188,39,13.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ava Gilroy,GT,Georgia Tech,D1,ACC,187.85,40,14.5,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sadie Klepfer,SMU,Southern Methodist University,D1,ACC,187.35,41,14,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Reagan Evans,SMU,Southern Methodist University,D1,ACC,185.75,42,13.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ava Andersen,SMU,Southern Methodist University,D1,ACC,184.8,43,14.6,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Jocelyn Brooks,PITT,University of Pittsburgh,D1,ACC,184.6,44,14.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Alexandra Angueira-colombani,FSU,Florida State University,D1,ACC,183.3,45,14,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Margo OMeara,MIAF,University of Miami (FL),D1,ACC,333.45,1,14.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Chiara Pellacani,MIAF,University of Miami (FL),D1,ACC,332.2,2,14.9,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Sofia Knight,UNC,UNC Chapel Hill,D1,ACC,300.25,3,14.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Emma Gullstrand,MIAF,University of Miami (FL),D1,ACC,298.15,4,15.9,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Molly Gray,STAN,Stanford University,D1,ACC,292.9,5,14.8,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Grace Courtney,ND,University of Notre Dame,D1,ACC,284.5,6,14.4,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Mariana Osorio Mendoza,PITT,University of Pittsburgh,D1,ACC,279.75,7,14.3,6
2026 ACC Diving Men and Women Championships,Women 1m Championship (6 Dives) (Final),1m,Violet Williamson,CAL,UC Berkeley,D1,ACC,254.85,8,14.8,6
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ellie Cole,STAN,Stanford University,D1,ACC,332.8,1,15.4,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Kayleigh Clark,FSU,Florida State University,D1,ACC,316.8,2,15,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Emilie Moore,STAN,Stanford University,D1,ACC,280.05,3,15.1,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Sofia Knight,UNC,UNC Chapel Hill,D1,ACC,273.2,4,15.4,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Josie Zillig,DUKE,Duke University,D1,ACC,236.8,5,13.7,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Jessica Vega,PITT,University of Pittsburgh,D1,ACC,236.4,6,13.8,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Violet Williamson,CAL,UC Berkeley,D1,ACC,233,7,12.9,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ariana Drake,CAL,UC Berkeley,D1,ACC,222.5,8,13.9,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Mariana Osorio Mendoza,PITT,University of Pittsburgh,D1,ACC,216.5,9,15,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ava Gilroy,GT,Georgia Tech,D1,ACC,211.6,10,13.9,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Gracie Hurley,NCSU,NC State University,D1,ACC,210.45,11,13.6,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Molly Gray,STAN,Stanford University,D1,ACC,207.2,12,11.9,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Audree Brazeau-howes,UL,University of Louisville,D1,ACC,206.4,13,14.4,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Katlyn Raby,ND,University of Notre Dame,D1,ACC,202.5,14,13.8,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Peyton Guziec,VT,Virginia Tech,D1,ACC,201.15,15,12.9,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Cassandra Guerrera,PITT,University of Pittsburgh,D1,ACC,197.85,16,12.3,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Evelyn Hall,FSU,Florida State University,D1,ACC,196.05,17,13.3,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Brooklyn Markusson,FSU,Florida State University,D1,ACC,196,18,12.5,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Rachel Dickerson,PITT,University of Pittsburgh,D1,ACC,191.65,19,11.2,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ava Andersen,SMU,Southern Methodist University,D1,ACC,188.5,20,12.6,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Elisabeth Rockefeller,GT,Georgia Tech,D1,ACC,185.45,21,11.6,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Alexandra Angueira-colombani,FSU,Florida State University,D1,ACC,185.2,22,11.6,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Jocelyn Brooks,PITT,University of Pittsburgh,D1,ACC,184.2,23,13.5,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ellie Lee,ND,University of Notre Dame,D1,ACC,176.55,24,11.5,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Avery Hillier,DUKE,Duke University,D1,ACC,174.6,25,13.3,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Keann Guthrie,NCSU,NC State University,D1,ACC,174.45,26,12.4,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Katie Mckyton,GT,Georgia Tech,D1,ACC,168.75,27,12,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Sadie Klepfer,SMU,Southern Methodist University,D1,ACC,165.15,28,12.5,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Riley McGrath,NCSU,NC State University,D1,ACC,164.9,29,13.5,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Katherine Brooker,GT,Georgia Tech,D1,ACC,161.4,30,12,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Megan Iannon,PITT,University of Pittsburgh,D1,ACC,158.6,31,11.6,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Ellie Cole,STAN,Stanford University,D1,ACC,392.4,1,15.4,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Sofia Knight,UNC,UNC Chapel Hill,D1,ACC,324.8,2,15.4,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Kayleigh Clark,FSU,Florida State University,D1,ACC,306.3,3,15,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Josie Zillig,DUKE,Duke University,D1,ACC,252.65,4,13.7,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Emilie Moore,STAN,Stanford University,D1,ACC,245.3,5,15.1,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Ariana Drake,CAL,UC Berkeley,D1,ACC,237.5,6,13.9,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Jessica Vega,PITT,University of Pittsburgh,D1,ACC,232.9,7,13.8,5
2026 ACC Diving Men and Women Championships,Women Platform (5 Dives) (Final),Platform,Violet Williamson,CAL,UC Berkeley,D1,ACC,223.7,8,12.9,5
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Elisabeth Evaldi,TCNJ,The College of New Jersey,D3,NJAC,392.55,1,22.4,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Melody Lin,TCNJ,The College of New Jersey,D3,NJAC,329.35,2,21.7,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Jenna Ringel,TCNJ,The College of New Jersey,D3,NJAC,316,3,22.4,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Audrey Hitchens,MONT,Montclair State University,D3,NJAC,270.85,4,19.8,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Hannah Simons,TCNJ,The College of New Jersey,D3,NJAC,264.8,5,22.2,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Joelle Royster,WPNJ,William Paterson University,D3,NJAC,260.7,6,19.4,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Caroline Baron,UMW,University of Mary Washington,D3,Coast-to-Coast,258.55,7,19.3,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Emma Walker,UMW,University of Mary Washington,D3,Coast-to-Coast,250.2,8,19.2,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Olivia Salmons,MONT,Montclair State University,D3,NJAC,239.6,9,19.1,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Victoria Crofford,USMM,U.S. Merchant Marine Academy,D3,Skyline,226.2,10,18.3,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Tala Howe,TCNJ,The College of New Jersey,D3,NJAC,220.25,11,18.5,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Cassandra Ashworth,WPNJ,William Paterson University,D3,NJAC,189.9,12,18,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Elisabeth Evaldi,TCNJ,The College of New Jersey,D3,NJAC,398.2,1,13.5,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Melody Lin,TCNJ,The College of New Jersey,D3,NJAC,343.4,2,13.3,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Jenna Ringel,TCNJ,The College of New Jersey,D3,NJAC,310.5,3,13.5,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Audrey Hitchens,MONT,Montclair State University,D3,NJAC,298.95,4,11.6,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Hannah Simons,TCNJ,The College of New Jersey,D3,NJAC,283.45,5,13.2,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Caroline Baron,UMW,University of Mary Washington,D3,Coast-to-Coast,265.2,6,11.5,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Joelle Royster,WPNJ,William Paterson University,D3,NJAC,254.25,7,11.3,11
New Jersey Athletic Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Emma Walker,UMW,University of Mary Washington,D3,Coast-to-Coast,248.05,8,11.3,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Elisabeth Evaldi,TCNJ,The College of New Jersey,D3,NJAC,403.3,1,24.1,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Melody Lin,TCNJ,The College of New Jersey,D3,NJAC,348.9,2,23.8,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Jenna Ringel,TCNJ,The College of New Jersey,D3,NJAC,315.25,3,22.5,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Hannah Simons,TCNJ,The College of New Jersey,D3,NJAC,269.05,4,23.3,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Caroline Baron,UMW,University of Mary Washington,D3,Coast-to-Coast,268.15,5,19.5,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Victoria Crofford,USMM,U.S. Merchant Marine Academy,D3,Skyline,226.9,6,20.2,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Tala Howe,TCNJ,The College of New Jersey,D3,NJAC,215.35,7,19.3,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Emma Walker,UMW,University of Mary Washington,D3,Coast-to-Coast,212.95,8,19.1,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Cassandra Ashworth,WPNJ,William Paterson University,D3,NJAC,182.8,9,18.8,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Elisabeth Evaldi,TCNJ,The College of New Jersey,D3,NJAC,431.15,1,14.6,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Melody Lin,TCNJ,The College of New Jersey,D3,NJAC,353.6,2,14.7,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Jenna Ringel,TCNJ,The College of New Jersey,D3,NJAC,309.6,3,13.6,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Caroline Baron,UMW,University of Mary Washington,D3,Coast-to-Coast,262.25,4,10.7,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Hannah Simons,TCNJ,The College of New Jersey,D3,NJAC,251.4,5,13.8,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Victoria Crofford,USMM,U.S. Merchant Marine Academy,D3,Skyline,226.5,6,11.8,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Emma Walker,UMW,University of Mary Washington,D3,Coast-to-Coast,220.7,7,10.5,11
New Jersey Athletic Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Tala Howe,TCNJ,The College of New Jersey,D3,NJAC,205.9,8,10.9,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Avery Lommel,AUSF,Augustana University (SD),D2,NSIC,460.35,1,23.5,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Lauren Woelfel,STCL,St. Cloud State University,D2,NSIC,432,2,23.7,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Abriella Werner,STCL,St. Cloud State University,D2,NSIC,412.35,3,24.6,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Natalie Freeman,MANK,Minnesota State University Mankato,D2,NSIC,401.75,4,22.7,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Zoe Bjerke,MSUM,MSU Moorhead,D2,NSIC,400.65,5,25.3,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Isabelle Johnson,MSUM,MSU Moorhead,D2,NSIC,390.85,6,24,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Karlie Woodall,STCL,St. Cloud State University,D2,NSIC,388.45,7,23.7,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Chloe Dobie,MANK,Minnesota State University Mankato,D2,NSIC,381.5,8,21,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Mina Dahl,CUSP,Concordia University St. Paul,D2,NSIC,373.15,9,23.5,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Chloe Jones,CUSP,Concordia University St. Paul,D2,NSIC,354.5,10,22.4,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Kaitlyn Hettiarachchy,MANK,Minnesota State University Mankato,D2,NSIC,343.35,11,22.1,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Kennedy Olson,MSUM,MSU Moorhead,D2,NSIC,337.05,12,21.6,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Ruth Guy,MSUM,MSU Moorhead,D2,NSIC,327.2,13,24.3,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Reese Bjorklund,CUSP,Concordia University St. Paul,D2,NSIC,320.4,14,19.5,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Prelim/Quarterfinal),3m,Madison Olafson,SMSU,Southwest Minnesota State University,D2,NSIC,237.7,15,18.4,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Avery Lommel,AUSF,Augustana University (SD),D2,NSIC,469.4,1,14.1,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Isabelle Johnson,MSUM,MSU Moorhead,D2,NSIC,431.4,2,14.7,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Lauren Woelfel,STCL,St. Cloud State University,D2,NSIC,422,3,14.2,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Karlie Woodall,STCL,St. Cloud State University,D2,NSIC,419.05,4,14.6,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Zoe Bjerke,MSUM,MSU Moorhead,D2,NSIC,409.05,5,15.9,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Abriella Werner,STCL,St. Cloud State University,D2,NSIC,407.1,6,15.1,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Natalie Freeman,MANK,Minnesota State University Mankato,D2,NSIC,403.1,7,14.1,11
2026 NSIC Conference Championship,Women 3m Championship (11 Dives) (Final),3m,Chloe Dobie,MANK,Minnesota State University Mankato,D2,NSIC,384.2,8,12.3,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Chloe Jones,CUSP,Concordia University St. Paul,D2,NSIC,373.65,1,13,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Mina Dahl,CUSP,Concordia University St. Paul,D2,NSIC,373,2,14,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Kaitlyn Hettiarachchy,MANK,Minnesota State University Mankato,D2,NSIC,359.5,3,13.3,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Ruth Guy,MSUM,MSU Moorhead,D2,NSIC,346.35,4,15,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Kennedy Olson,MSUM,MSU Moorhead,D2,NSIC,345.7,5,13,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Reese Bjorklund,CUSP,Concordia University St. Paul,D2,NSIC,317.95,6,11.2,11
2026 NSIC Conference Championship,Women 3m Champ.(11 Dives) CONSOL. (Final),3m,Madison Olafson,SMSU,Southwest Minnesota State University,D2,NSIC,225.6,7,10.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Avery Lommel,AUSF,Augustana University (SD),D2,NSIC,422.25,1,23,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Abriella Werner,STCL,St. Cloud State University,D2,NSIC,409,2,23,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Lauren Woelfel,STCL,St. Cloud State University,D2,NSIC,402.5,3,22.6,11
